end_of_period,loan_number,country___economy_code,loan_type,loan_status,interest_rate,project_id,project_name,original_principal_amount_ususd,cancelled_amount_ususd,undisbursed_amount_ususd,disbursed_amount_ususd,repaid_to_ibrd_ususd,due_to_ibrd_ususd,exchange_adjustment_ususd,borrowers_obligation_ususd,loans_held_ususd,first_repayment_date,last_repayment_date,effective_date_most_recent,origination_year,is_active,default_flag,year,gdp_growth,cpi_inflation,loan_to_gdp_growth_ratio,repayment_ratio,default_prob,sector,borrowers_obligation_inr,repaid_to_ibrd_inr,EAD_INR,PD,LGD,ECL_INR,gdp_growth_pp,cpi_inflation_pp,EAD,pd_stressed,pd_base
2023-06-30,IBRD94870,IN,FSL,SIGNED,0.0,P174593,AIRBMP,108000000.0,0.0,108000000.0,0.0,0.0,0.0,0.0,0.0,108000000.0,2027-07-15,2034-07-15,2023-09-09,2023,1,0,2023.0,9.190754930283447,5.64914318907925,0.011750938940188804,0.0,0.003136247523955191,Environment & Climate,0.0,0.0,2743840565.81,0.0035798740185981753,0.0,0.0,9.190754930283447,5.64914318907925,0.0,0.014322475665068748,0.003136247523955191
2023-07-31,IBRD94870,IN,FSL,DISBURSING,0.0,P174593,AIRBMP,108000000.0,0.0,107730000.0,270000.0,0.0,270000.0,0.0,270000.0,108000000.0,2027-07-15,2034-07-15,2023-07-28,2023,1,0,2023.0,9.190754930283447,5.64914318907925,0.011750938940188804,0.0,0.0028063732781438565,Environment & Climate,22410000.0,0.0,2743840565.81,0.0035798740185981753,0.0,0.0,9.190754930283447,5.64914318907925,270000.0,0.013992601419257414,0.0028063732781438565
2023-08-31,IBRD94870,IN,FSL,DISBURSING,0.0,P174593,AIRBMP,108000000.0,0.0,107730000.0,270000.0,0.0,270000.0,0.0,270000.0,108000000.0,2027-07-15,2034-07-15,2023-07-28,2023,1,0,2023.0,9.190754930283447,5.64914318907925,0.011750938940188804,0.0,0.0028063732781438565,Environment & Climate,22410000.0,0.0,2743840565.81,0.0035798740185981753,0.0,0.0,9.190754930283447,5.64914318907925,270000.0,0.013992601419257414,0.0028063732781438565
2023-09-30,IBRD94870,IN,FSL,DISBURSING,0.0,P174593,AIRBMP,108000000.0,0.0,102874908.9,5125091.15,0.0,5125091.15,0.0,5125091.15,108000000.0,2027-07-15,2034-07-15,2023-07-28,2023,1,0,2023.0,9.190754930283447,5.64914318907925,0.011750938940188804,0.0,0.0023473501424185373,Environment & Climate,425382565.45000005,0.0,2743840565.81,0.0035798740185981753,0.0,0.0,9.190754930283447,5.64914318907925,5125091.15,0.013533578283532095,0.0023473501424185373
2023-10-31,IBRD94870,IN,FSL,DISBURSING,0.0,P174593,AIRBMP,108000000.0,0.0,102874908.9,5125091.15,0.0,5125091.15,0.0,5125091.15,108000000.0,2027-07-15,2034-07-15,2023-07-28,2023,1,0,2023.0,9.190754930283447,5.64914318907925,0.011750938940188804,0.0,0.0023473501424185373,Environment & Climate,425382565.45000005,0.0,2743840565.81,0.0035798740185981753,0.0,0.0,9.190754930283447,5.64914318907925,5125091.15,0.013533578283532095,0.0023473501424185373
2023-11-30,IBRD94870,IN,FSL,DISBURSING,0.0,P174593,AIRBMP,108000000.0,0.0,102397529.3,5602470.75,0.0,5602470.75,0.0,5602470.75,108000000.0,2027-07-15,2034-07-15,2023-07-28,2023,1,0,2023.0,9.190754930283447,5.64914318907925,0.011750938940188804,0.0,0.0025361496642631693,Environment & Climate,465005072.25,0.0,2743840565.81,0.0035798740185981753,0.0,0.0,9.190754930283447,5.64914318907925,5602470.75,0.013722377805376726,0.0025361496642631693
2023-12-31,IBRD94870,IN,FSL,DISBURSING,0.0,P174593,AIRBMP,108000000.0,0.0,102397529.3,5602470.75,0.0,5602470.75,0.0,5602470.75,108000000.0,2027-07-15,2034-07-15,2023-07-28,2023,1,0,2023.0,9.190754930283447,5.64914318907925,0.011750938940188804,0.0,0.0025361496642631693,Environment & Climate,465005072.25,0.0,2743840565.81,0.0035798740185981753,0.0,0.0,9.190754930283447,5.64914318907925,5602470.75,0.013722377805376726,0.0025361496642631693
2024-01-31,IBRD94870,IN,FSL,DISBURSING,0.0,P174593,AIRBMP,108000000.0,0.0,102397529.3,5602470.75,0.0,5602470.75,0.0,5602470.75,108000000.0,2027-07-15,2034-07-15,2023-07-28,2023,1,0,2023.0,9.190754930283447,5.64914318907925,0.011750938940188804,0.0,0.0025361496642631693,Environment & Climate,465005072.25,0.0,2743840565.81,0.0035798740185981753,0.0,0.0,9.190754930283447,5.64914318907925,5602470.75,0.013722377805376726,0.0025361496642631693
2024-02-29,IBRD94870,IN,FSL,DISBURSING,0.0,P174593,AIRBMP,108000000.0,0.0,101978286.6,6021713.41,0.0,6021713.41,0.0,6021713.41,108000000.0,2027-07-15,2034-07-15,2023-07-28,2023,1,0,2023.0,9.190754930283447,5.64914318907925,0.011750938940188804,0.0,0.0025169209430384656,Environment & Climate,499802213.03000003,0.0,2743840565.81,0.0035798740185981753,0.0,0.0,9.190754930283447,5.64914318907925,6021713.41,0.013703149084152023,0.0025169209430384656
2024-03-31,IBRD94870,IN,FSL,DISBURSING,0.0,P174593,AIRBMP,108000000.0,0.0,99165629.66,8834370.34,0.0,8834370.34,0.0,8834370.34,108000000.0,2027-07-15,2034-07-15,2023-07-28,2023,1,0,2023.0,9.190754930283447,5.64914318907925,0.011750938940188804,0.0,0.002733798864157564,Environment & Climate,733252738.22,0.0,2743840565.81,0.0035798740185981753,0.0,0.0,9.190754930283447,5.64914318907925,8834370.34,0.013920027005271122,0.002733798864157564
2024-04-30,IBRD94870,IN,FSL,DISBURSING,0.0,P174593,AIRBMP,108000000.0,0.0,99165629.66,8834370.34,0.0,8834370.34,0.0,8834370.34,108000000.0,2027-07-15,2034-07-15,2023-07-28,2023,1,0,2023.0,9.190754930283447,5.64914318907925,0.011750938940188804,0.0,0.002733798864157564,Environment & Climate,733252738.22,0.0,2743840565.81,0.0035798740185981753,0.0,0.0,9.190754930283447,5.64914318907925,8834370.34,0.013920027005271122,0.002733798864157564
2024-05-31,IBRD94870,IN,FSL,DISBURSING,6.26,P174593,AIRBMP,108000000.0,0.0,97927767.47,10072232.53,0.0,10072232.53,0.0,10072232.53,108000000.0,2027-07-15,2034-07-15,2023-07-28,2023,1,0,2023.0,9.190754930283447,5.64914318907925,0.011750938940188804,0.0,0.003474155945350102,Environment & Climate,835995299.9899999,0.0,2743840565.81,0.0035798740185981753,0.0,0.0,9.190754930283447,5.64914318907925,10072232.53,0.01466038408646366,0.003474155945350102
2024-06-30,IBRD94870,IN,FSL,DISBURSING,0.0,P174593,AIRBMP,108000000.0,0.0,89468963.72,18531036.28,0.0,18531036.28,0.0,18531036.28,108000000.0,2027-07-15,2034-07-15,2023-07-28,2023,1,0,2023.0,9.190754930283447,5.64914318907925,0.011750938940188804,0.0,0.003432334365144196,Environment & Climate,1538076011.24,0.0,2743840565.81,0.0035798740185981753,0.0,0.0,9.190754930283447,5.64914318907925,18531036.28,0.014618562506257753,0.003432334365144196
2024-07-31,IBRD94870,IN,FSL,DISBURSING,0.0,P174593,AIRBMP,108000000.0,0.0,89468963.72,18531036.28,0.0,18531036.28,0.0,18531036.28,108000000.0,2027-07-15,2034-07-15,2023-07-28,2023,1,0,2023.0,9.190754930283447,5.64914318907925,0.011750938940188804,0.0,0.003432334365144196,Environment & Climate,1538076011.24,0.0,2743840565.81,0.0035798740185981753,0.0,0.0,9.190754930283447,5.64914318907925,18531036.28,0.014618562506257753,0.003432334365144196
2024-08-31,IBRD94870,IN,FSL,DISBURSING,0.0,P174593,AIRBMP,108000000.0,0.0,89434046.17,18565953.83,0.0,18565953.83,0.0,18565953.83,108000000.0,2027-07-15,2034-07-15,2023-07-28,2023,1,0,2023.0,9.190754930283447,5.64914318907925,0.011750938940188804,0.0,0.003432334365144196,Environment & Climate,1540974167.8899999,0.0,2743840565.81,0.0035798740185981753,0.0,0.0,9.190754930283447,5.64914318907925,18565953.83,0.014618562506257753,0.003432334365144196
2024-09-30,IBRD94870,IN,FSL,DISBURSING,0.0,P174593,AIRBMP,108000000.0,0.0,89241095.01,18758904.99,0.0,18758904.99,0.0,18758904.99,108000000.0,2027-07-15,2034-07-15,2023-07-28,2023,1,0,2023.0,9.190754930283447,5.64914318907925,0.011750938940188804,0.0,0.003444191892103164,Environment & Climate,1556989114.1699998,0.0,2743840565.81,0.0035798740185981753,0.0,0.0,9.190754930283447,5.64914318907925,18758904.99,0.014630420033216721,0.003444191892103164
2024-10-31,IBRD94870,IN,FSL,DISBURSING,0.0,P174593,AIRBMP,108000000.0,0.0,87930545.74,20069454.26,0.0,20069454.26,0.0,20069454.26,108000000.0,2027-07-15,2034-07-15,2023-07-28,2023,1,0,2023.0,9.190754930283447,5.64914318907925,0.011750938940188804,0.0,0.0034864252566867765,Environment & Climate,1665764703.5800002,0.0,2743840565.81,0.0035798740185981753,0.0,0.0,9.190754930283447,5.64914318907925,20069454.26,0.014672653397800333,0.0034864252566867765
2024-11-30,IBRD94870,IN,FSL,DISBURSING,0.0,P174593,AIRBMP,108000000.0,0.0,86109640.12,21890359.88,0.0,21890359.88,0.0,21890359.88,108000000.0,2027-07-15,2034-07-15,2023-07-28,2023,1,0,2023.0,9.190754930283447,5.64914318907925,0.011750938940188804,0.0,0.0034624043435196273,Environment & Climate,1816899870.04,0.0,2743840565.81,0.0035798740185981753,0.0,0.0,9.190754930283447,5.64914318907925,21890359.88,0.014648632484633184,0.0034624043435196273
2024-12-31,IBRD94870,IN,FSL,DISBURSING,0.0,P174593,AIRBMP,108000000.0,0.0,86109640.12,21890359.88,0.0,21890359.88,0.0,21890359.88,108000000.0,2027-07-15,2034-07-15,2023-07-28,2023,1,0,2023.0,9.190754930283447,5.64914318907925,0.011750938940188804,0.0,0.0034624043435196273,Environment & Climate,1816899870.04,0.0,2743840565.81,0.0035798740185981753,0.0,0.0,9.190754930283447,5.64914318907925,21890359.88,0.014648632484633184,0.0034624043435196273
2025-01-31,IBRD94870,IN,FSL,DISBURSING,0.0,P174593,AIRBMP,108000000.0,0.0,84918169.71,23081830.29,0.0,23081830.29,0.0,23081830.29,108000000.0,2027-07-15,2034-07-15,2023-07-28,2023,1,0,2023.0,9.190754930283447,5.64914318907925,0.011750938940188804,0.0,0.0034624043435196273,Environment & Climate,1915791914.07,0.0,2743840565.81,0.0035798740185981753,0.0,0.0,9.190754930283447,5.64914318907925,23081830.29,0.014648632484633184,0.0034624043435196273
2025-02-28,IBRD94870,IN,FSL,DISBURSING,0.0,P174593,AIRBMP,108000000.0,0.0,82268128.21,25731871.79,0.0,25731871.79,0.0,25731871.79,108000000.0,2027-07-15,2034-07-15,2023-07-28,2023,1,0,2023.0,9.190754930283447,5.64914318907925,0.011750938940188804,0.0,0.00352591303845733,Environment & Climate,2135745358.57,0.0,2743840565.81,0.0035798740185981753,0.0,0.0,9.190754930283447,5.64914318907925,25731871.79,0.014712141179570887,0.00352591303845733
2025-03-31,IBRD94870,IN,FSL,DISBURSING,0.0,P174593,AIRBMP,108000000.0,0.0,78990964.07,29009035.93,0.0,29009035.93,0.0,29009035.93,108000000.0,2027-07-15,2034-07-15,2023-07-28,2023,1,0,2023.0,9.190754930283447,5.64914318907925,0.011750938940188804,0.0,0.003578440796431685,Environment & Climate,2407749982.19,0.0,2743840565.81,0.0035798740185981753,0.0,0.0,9.190754930283447,5.64914318907925,29009035.93,0.014764668937545241,0.003578440796431685
2025-04-30,IBRD94870,IN,FSL,DISBURSING,0.0,P174593,AIRBMP,108000000.0,0.0,78990964.07,29009035.93,0.0,29009035.93,0.0,29009035.93,108000000.0,2027-07-15,2034-07-15,2023-07-28,2023,1,0,2023.0,9.190754930283447,5.64914318907925,0.011750938940188804,0.0,0.003578440796431685,Environment & Climate,2407749982.19,0.0,2743840565.81,0.0035798740185981753,0.0,0.0,9.190754930283447,5.64914318907925,29009035.93,0.014764668937545241,0.003578440796431685
2025-05-31,IBRD94870,IN,FSL,DISBURSING,0.0,P174593,AIRBMP,108000000.0,0.0,78445918.64,29554081.36,0.0,29554081.36,0.0,29554081.36,108000000.0,2027-07-15,2034-07-15,2023-07-28,2023,1,0,2023.0,9.190754930283447,5.64914318907925,0.011750938940188804,0.0,0.003578440796431685,Environment & Climate,2452988752.88,0.0,2743840565.81,0.0035798740185981753,0.0,0.0,9.190754930283447,5.64914318907925,29554081.36,0.014764668937545241,0.003578440796431685
2025-06-30,IBRD94870,IN,FSL,DISBURSING,0.0,P174593,AIRBMP,108000000.0,0.0,74941679.93,33058320.07,0.0,33058320.07,0.0,33058320.07,108000000.0,2027-07-15,2034-07-15,2023-07-28,2023,1,0,2023.0,9.190754930283447,5.64914318907925,0.011750938940188804,0.0,0.0035798740185981753,Environment & Climate,2743840565.81,0.0,2743840565.81,0.0035798740185981753,0.0,0.0,9.190754930283447,5.64914318907925,33058320.07,0.014766102159711733,0.0035798740185981753
2025-07-31,IBRD94870,IN,FSL,DISBURSING,0.0,P174593,AIRBMP,108000000.0,0.0,74941679.93,33058320.07,0.0,33058320.07,0.0,33058320.07,108000000.0,2027-07-15,2034-07-15,2023-07-28,2023,1,0,2023.0,9.190754930283447,5.64914318907925,0.011750938940188804,0.0,0.0035798740185981753,Environment & Climate,2743840565.81,0.0,2743840565.81,0.0035798740185981753,0.0,0.0,9.190754930283447,5.64914318907925,33058320.07,0.014766102159711733,0.0035798740185981753
2018-12-31,IBRD89100,IN,FSL,SIGNED,0.0,P160463,APIIATP,172200000.0,0.0,172200000.0,0.0,0.0,0.0,0.0,0.0,172200000.0,2024-12-15,2042-06-15,2019-02-03,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.02668174254338906,0.0,0.003186269503253785,Water & Irrigation,0.0,0.0,2228530428.6,0.9830742189920166,0.09700647936146321,212522843.6829406,6.453851344977693,3.9388264669163,0.0,0.014372497644367342,0.003186269503253785
2019-02-28,IBRD89100,IN,FSL,DISBURSING,0.0,P160463,APIIATP,172200000.0,0.0,171769500.0,430500.0,0.0,430500.0,0.0,430500.0,172200000.0,2024-12-15,2042-06-15,2018-12-27,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.02668174254338906,0.0,0.002657346205216999,Water & Irrigation,35731500.0,0.0,2228530428.6,0.9830742189920166,0.09700647936146321,212522843.6829406,6.453851344977693,3.9388264669163,430500.0,0.013843574346330555,0.002657346205216999
2019-03-31,IBRD89100,IN,FSL,DISBURSING,0.0,P160463,APIIATP,172200000.0,0.0,143769500.0,28430500.0,0.0,28430500.0,0.0,28430500.0,172200000.0,2024-12-15,2042-06-15,2018-12-27,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.02668174254338906,0.0,0.003154853654456106,Water & Irrigation,2359731500.0,0.0,2228530428.6,0.9830742189920166,0.09700647936146321,212522843.6829406,6.453851344977693,3.9388264669163,28430500.0,0.014341081795569663,0.003154853654456106
2019-04-30,IBRD89100,IN,FSL,DISBURSING,0.0,P160463,APIIATP,172200000.0,0.0,143769500.0,28430500.0,0.0,28430500.0,0.0,28430500.0,172200000.0,2024-12-15,2042-06-15,2018-12-27,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.02668174254338906,0.0,0.003154853654456106,Water & Irrigation,2359731500.0,0.0,2228530428.6,0.9830742189920166,0.09700647936146321,212522843.6829406,6.453851344977693,3.9388264669163,28430500.0,0.014341081795569663,0.003154853654456106
2019-05-31,IBRD89100,IN,FSL,DISBURSING,0.0,P160463,APIIATP,172200000.0,0.0,143769500.0,28430500.0,0.0,28430500.0,0.0,28430500.0,172200000.0,2024-12-15,2042-06-15,2018-12-27,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.02668174254338906,0.0,0.003154853654456106,Water & Irrigation,2359731500.0,0.0,2228530428.6,0.9830742189920166,0.09700647936146321,212522843.6829406,6.453851344977693,3.9388264669163,28430500.0,0.014341081795569663,0.003154853654456106
2019-06-30,IBRD89100,IN,FSL,DISBURSING,0.0,P160463,APIIATP,172200000.0,0.0,143769500.0,28430500.0,0.0,28430500.0,0.0,28430500.0,172200000.0,2024-12-15,2042-06-15,2018-12-27,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.02668174254338906,0.0,0.003154853654456106,Water & Irrigation,2359731500.0,0.0,2228530428.6,0.9830742189920166,0.09700647936146321,212522843.6829406,6.453851344977693,3.9388264669163,28430500.0,0.014341081795569663,0.003154853654456106
2019-07-31,IBRD89100,IN,FSL,DISBURSING,0.0,P160463,APIIATP,172200000.0,0.0,143769500.0,28430500.0,0.0,28430500.0,0.0,28430500.0,172200000.0,2024-12-15,2042-06-15,2018-12-27,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.02668174254338906,0.0,0.003154853654456106,Water & Irrigation,2359731500.0,0.0,2228530428.6,0.9830742189920166,0.09700647936146321,212522843.6829406,6.453851344977693,3.9388264669163,28430500.0,0.014341081795569663,0.003154853654456106
2019-08-31,IBRD89100,IN,FSL,DISBURSING,0.0,P160463,APIIATP,172200000.0,0.0,143769500.0,28430500.0,0.0,28430500.0,0.0,28430500.0,172200000.0,2024-12-15,2042-06-15,2018-12-27,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.02668174254338906,0.0,0.003154853654456106,Water & Irrigation,2359731500.0,0.0,2228530428.6,0.9830742189920166,0.09700647936146321,212522843.6829406,6.453851344977693,3.9388264669163,28430500.0,0.014341081795569663,0.003154853654456106
2019-09-30,IBRD89100,IN,FSL,DISBURSING,0.0,P160463,APIIATP,172200000.0,0.0,143769500.0,28430500.0,0.0,28430500.0,0.0,28430500.0,172200000.0,2024-12-15,2042-06-15,2018-12-27,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.02668174254338906,0.0,0.003154853654456106,Water & Irrigation,2359731500.0,0.0,2228530428.6,0.9830742189920166,0.09700647936146321,212522843.6829406,6.453851344977693,3.9388264669163,28430500.0,0.014341081795569663,0.003154853654456106
2019-10-31,IBRD89100,IN,FSL,DISBURSING,0.0,P160463,APIIATP,172200000.0,0.0,143769500.0,28430500.0,0.0,28430500.0,0.0,28430500.0,172200000.0,2024-12-15,2042-06-15,2018-12-27,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.02668174254338906,0.0,0.003154853654456106,Water & Irrigation,2359731500.0,0.0,2228530428.6,0.9830742189920166,0.09700647936146321,212522843.6829406,6.453851344977693,3.9388264669163,28430500.0,0.014341081795569663,0.003154853654456106
2019-11-30,IBRD89100,IN,FSL,DISBURSING,0.0,P160463,APIIATP,172200000.0,0.0,143769500.0,28430500.0,0.0,28430500.0,0.0,28430500.0,172200000.0,2024-12-15,2042-06-15,2018-12-27,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.02668174254338906,0.0,0.003154853654456106,Water & Irrigation,2359731500.0,0.0,2228530428.6,0.9830742189920166,0.09700647936146321,212522843.6829406,6.453851344977693,3.9388264669163,28430500.0,0.014341081795569663,0.003154853654456106
2019-12-31,IBRD89100,IN,FSL,DISBURSING,0.0,P160463,APIIATP,172200000.0,0.0,143769500.0,28430500.0,0.0,28430500.0,0.0,28430500.0,172200000.0,2024-12-15,2042-06-15,2018-12-27,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.02668174254338906,0.0,0.003154853654456106,Water & Irrigation,2359731500.0,0.0,2228530428.6,0.9830742189920166,0.09700647936146321,212522843.6829406,6.453851344977693,3.9388264669163,28430500.0,0.014341081795569663,0.003154853654456106
2020-01-31,IBRD89100,IN,FSL,DISBURSING,0.0,P160463,APIIATP,172200000.0,0.0,143769500.0,28430500.0,0.0,28430500.0,0.0,28430500.0,172200000.0,2024-12-15,2042-06-15,2018-12-27,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.02668174254338906,0.0,0.003154853654456106,Water & Irrigation,2359731500.0,0.0,2228530428.6,0.9830742189920166,0.09700647936146321,212522843.6829406,6.453851344977693,3.9388264669163,28430500.0,0.014341081795569663,0.003154853654456106
2020-02-29,IBRD89100,IN,FSL,DISBURSING,0.0,P160463,APIIATP,172200000.0,0.0,143769500.0,28430500.0,0.0,28430500.0,0.0,28430500.0,172200000.0,2024-12-15,2042-06-15,2018-12-27,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.02668174254338906,0.0,0.003154853654456106,Water & Irrigation,2359731500.0,0.0,2228530428.6,0.9830742189920166,0.09700647936146321,212522843.6829406,6.453851344977693,3.9388264669163,28430500.0,0.014341081795569663,0.003154853654456106
2020-03-31,IBRD89100,IN,FSL,DISBURSING,0.0,P160463,APIIATP,172200000.0,0.0,143769500.0,28430500.0,0.0,28430500.0,0.0,28430500.0,172200000.0,2024-12-15,2042-06-15,2018-12-27,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.02668174254338906,0.0,0.003154853654456106,Water & Irrigation,2359731500.0,0.0,2228530428.6,0.9830742189920166,0.09700647936146321,212522843.6829406,6.453851344977693,3.9388264669163,28430500.0,0.014341081795569663,0.003154853654456106
2020-04-30,IBRD89100,IN,FSL,DISBURSING,0.0,P160463,APIIATP,172200000.0,0.0,143769500.0,28430500.0,0.0,28430500.0,0.0,28430500.0,172200000.0,2024-12-15,2042-06-15,2018-12-27,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.02668174254338906,0.0,0.003154853654456106,Water & Irrigation,2359731500.0,0.0,2228530428.6,0.9830742189920166,0.09700647936146321,212522843.6829406,6.453851344977693,3.9388264669163,28430500.0,0.014341081795569663,0.003154853654456106
2020-05-31,IBRD89100,IN,FSL,DISBURSING,0.0,P160463,APIIATP,172200000.0,0.0,143769500.0,28430500.0,0.0,28430500.0,0.0,28430500.0,172200000.0,2024-12-15,2042-06-15,2018-12-27,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.02668174254338906,0.0,0.003154853654456106,Water & Irrigation,2359731500.0,0.0,2228530428.6,0.9830742189920166,0.09700647936146321,212522843.6829406,6.453851344977693,3.9388264669163,28430500.0,0.014341081795569663,0.003154853654456106
2020-06-30,IBRD89100,IN,FSL,DISBURSING,0.0,P160463,APIIATP,172200000.0,0.0,143769500.0,28430500.0,0.0,28430500.0,0.0,28430500.0,172200000.0,2024-12-15,2042-06-15,2018-12-27,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.02668174254338906,0.0,0.003154853654456106,Water & Irrigation,2359731500.0,0.0,2228530428.6,0.9830742189920166,0.09700647936146321,212522843.6829406,6.453851344977693,3.9388264669163,28430500.0,0.014341081795569663,0.003154853654456106
2020-07-31,IBRD89100,IN,FSL,DISBURSING,0.0,P160463,APIIATP,172200000.0,0.0,143769500.0,28430500.0,0.0,28430500.0,0.0,28430500.0,172200000.0,2024-12-15,2042-06-15,2018-12-27,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.02668174254338906,0.0,0.003154853654456106,Water & Irrigation,2359731500.0,0.0,2228530428.6,0.9830742189920166,0.09700647936146321,212522843.6829406,6.453851344977693,3.9388264669163,28430500.0,0.014341081795569663,0.003154853654456106
2020-08-31,IBRD89100,IN,FSL,DISBURSING,0.0,P160463,APIIATP,172200000.0,0.0,143769500.0,28430500.0,0.0,28430500.0,0.0,28430500.0,172200000.0,2024-12-15,2042-06-15,2018-12-27,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.02668174254338906,0.0,0.003154853654456106,Water & Irrigation,2359731500.0,0.0,2228530428.6,0.9830742189920166,0.09700647936146321,212522843.6829406,6.453851344977693,3.9388264669163,28430500.0,0.014341081795569663,0.003154853654456106
2020-09-30,IBRD89100,IN,FSL,DISBURSING,0.0,P160463,APIIATP,172200000.0,0.0,143769500.0,28430500.0,0.0,28430500.0,0.0,28430500.0,172200000.0,2024-12-15,2042-06-15,2018-12-27,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.02668174254338906,0.0,0.003154853654456106,Water & Irrigation,2359731500.0,0.0,2228530428.6,0.9830742189920166,0.09700647936146321,212522843.6829406,6.453851344977693,3.9388264669163,28430500.0,0.014341081795569663,0.003154853654456106
2020-10-31,IBRD89100,IN,FSL,DISBURSING,0.0,P160463,APIIATP,172200000.0,0.0,143769500.0,28430500.0,0.0,28430500.0,0.0,28430500.0,172200000.0,2024-12-15,2042-06-15,2018-12-27,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.02668174254338906,0.0,0.003154853654456106,Water & Irrigation,2359731500.0,0.0,2228530428.6,0.9830742189920166,0.09700647936146321,212522843.6829406,6.453851344977693,3.9388264669163,28430500.0,0.014341081795569663,0.003154853654456106
2020-11-30,IBRD89100,IN,FSL,DISBURSING,0.0,P160463,APIIATP,172200000.0,0.0,143769500.0,28430500.0,0.0,28430500.0,0.0,28430500.0,172200000.0,2024-12-15,2042-06-15,2018-12-27,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.02668174254338906,0.0,0.003154853654456106,Water & Irrigation,2359731500.0,0.0,2228530428.6,0.9830742189920166,0.09700647936146321,212522843.6829406,6.453851344977693,3.9388264669163,28430500.0,0.014341081795569663,0.003154853654456106
2020-12-31,IBRD89100,IN,FSL,DISBURSING,0.0,P160463,APIIATP,172200000.0,0.0,143769500.0,28430500.0,0.0,28430500.0,0.0,28430500.0,172200000.0,2024-12-15,2042-06-15,2018-12-27,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.02668174254338906,0.0,0.003154853654456106,Water & Irrigation,2359731500.0,0.0,2228530428.6,0.9830742189920166,0.09700647936146321,212522843.6829406,6.453851344977693,3.9388264669163,28430500.0,0.014341081795569663,0.003154853654456106
2021-01-31,IBRD89100,IN,FSL,DISBURSING,0.0,P160463,APIIATP,172200000.0,0.0,143769500.0,28430500.0,0.0,28430500.0,0.0,28430500.0,172200000.0,2024-12-15,2042-06-15,2018-12-27,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.02668174254338906,0.0,0.003154853654456106,Water & Irrigation,2359731500.0,0.0,2228530428.6,0.9830742189920166,0.09700647936146321,212522843.6829406,6.453851344977693,3.9388264669163,28430500.0,0.014341081795569663,0.003154853654456106
2021-02-28,IBRD89100,IN,FSL,DISBURSING,0.0,P160463,APIIATP,172200000.0,0.0,143769500.0,28430500.0,0.0,28430500.0,0.0,28430500.0,172200000.0,2024-12-15,2042-06-15,2018-12-27,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.02668174254338906,0.0,0.003154853654456106,Water & Irrigation,2359731500.0,0.0,2228530428.6,0.9830742189920166,0.09700647936146321,212522843.6829406,6.453851344977693,3.9388264669163,28430500.0,0.014341081795569663,0.003154853654456106
2021-03-31,IBRD89100,IN,FSL,DISBURSING,0.0,P160463,APIIATP,172200000.0,0.0,143769500.0,28430500.0,0.0,28430500.0,0.0,28430500.0,172200000.0,2024-12-15,2042-06-15,2018-12-27,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.02668174254338906,0.0,0.003154853654456106,Water & Irrigation,2359731500.0,0.0,2228530428.6,0.9830742189920166,0.09700647936146321,212522843.6829406,6.453851344977693,3.9388264669163,28430500.0,0.014341081795569663,0.003154853654456106
2021-04-30,IBRD89100,IN,FSL,DISBURSING,0.0,P160463,APIIATP,172200000.0,0.0,143769500.0,28430500.0,0.0,28430500.0,0.0,28430500.0,172200000.0,2024-12-15,2042-06-15,2018-12-27,2018,1,0,2018.0,6.453851344977693,3.9388264669163,0.02668174254338906,0.0,0.003154853654456106,Water & Irrigation,2359731500.0,0.0,2228530428.6,0.9830742189920166,0.09700647936146321,212522843.6829406,6.453851344977693,3.9388264669163,28430500.0,0.014341081795569663,0.003154853654456106
