end_of_period,loan_number,country___economy_code,loan_type,loan_status,interest_rate,project_id,project_name,original_principal_amount_ususd,cancelled_amount_ususd,undisbursed_amount_ususd,disbursed_amount_ususd,repaid_to_ibrd_ususd,due_to_ibrd_ususd,exchange_adjustment_ususd,borrowers_obligation_ususd,loans_held_ususd,first_repayment_date,last_repayment_date,effective_date_most_recent,origination_year,is_active,default_flag,year,gdp_growth,cpi_inflation,loan_to_gdp_growth_ratio,repayment_ratio,default_prob,sector,borrowers_obligation_inr,repaid_to_ibrd_inr,EAD_INR,PD,LGD,ECL_INR,gdp_growth_pp,cpi_inflation_pp,EAD,pd_stressed,pd_base
2019-09-30,IBRD87760,IN,FSL,DISBURSING,0.0,P151072,National Agricultural Higher Edu,82500000.0,0.0,63693321.1,18806678.9,0.0,18806678.9,0.0,18806678.9,82500000.0,2023-02-01,2036-02-01,2017-11-29,2017,1,0,2017.0,6.795383418979114,3.32817337461298,0.012140595300271397,0.0,0.0035993444774863746,Agriculture & Rural Development,1560954348.6999998,0.0,4837403740.74,0.9951577272676333,0.4117255815093032,1982038596.5074835,6.795383418979114,3.32817337461298,18806678.9,0.014785572618599932,0.0035993444774863746
2019-10-31,IBRD87760,IN,FSL,DISBURSING,0.0,P151072,National Agricultural Higher Edu,82500000.0,0.0,63693321.1,18806678.9,0.0,18806678.9,0.0,18806678.9,82500000.0,2023-02-01,2036-02-01,2017-11-29,2017,1,0,2017.0,6.795383418979114,3.32817337461298,0.012140595300271397,0.0,0.0035993444774863746,Agriculture & Rural Development,1560954348.6999998,0.0,4837403740.74,0.9951577272676333,0.4117255815093032,1982038596.5074835,6.795383418979114,3.32817337461298,18806678.9,0.014785572618599932,0.0035993444774863746
2019-11-30,IBRD87760,IN,FSL,DISBURSING,0.0,P151072,National Agricultural Higher Edu,82500000.0,0.0,63693321.1,18806678.9,0.0,18806678.9,0.0,18806678.9,82500000.0,2023-02-01,2036-02-01,2017-11-29,2017,1,0,2017.0,6.795383418979114,3.32817337461298,0.012140595300271397,0.0,0.0035993444774863746,Agriculture & Rural Development,1560954348.6999998,0.0,4837403740.74,0.9951577272676333,0.4117255815093032,1982038596.5074835,6.795383418979114,3.32817337461298,18806678.9,0.014785572618599932,0.0035993444774863746
2019-12-31,IBRD87760,IN,FSL,DISBURSING,0.0,P151072,National Agricultural Higher Edu,82500000.0,0.0,59889865.0,22610135.0,0.0,22610135.0,0.0,22610135.0,82500000.0,2023-02-01,2036-02-01,2017-11-29,2017,1,0,2017.0,6.795383418979114,3.32817337461298,0.012140595300271397,0.0,0.0037072997615393514,Agriculture & Rural Development,1876641205.0,0.0,4837403740.74,0.9951577272676333,0.4117255815093032,1982038596.5074835,6.795383418979114,3.32817337461298,22610135.0,0.014893527902652907,0.0037072997615393514
2020-01-31,IBRD87760,IN,FSL,DISBURSING,0.0,P151072,National Agricultural Higher Edu,82500000.0,0.0,59889865.0,22610135.0,0.0,22610135.0,0.0,22610135.0,82500000.0,2023-02-01,2036-02-01,2017-11-29,2017,1,0,2017.0,6.795383418979114,3.32817337461298,0.012140595300271397,0.0,0.0037072997615393514,Agriculture & Rural Development,1876641205.0,0.0,4837403740.74,0.9951577272676333,0.4117255815093032,1982038596.5074835,6.795383418979114,3.32817337461298,22610135.0,0.014893527902652907,0.0037072997615393514
2020-02-29,IBRD87760,IN,FSL,DISBURSING,0.0,P151072,National Agricultural Higher Edu,82500000.0,0.0,56116560.28,26383439.72,0.0,26383439.72,0.0,26383439.72,82500000.0,2023-02-01,2036-02-01,2017-11-29,2017,1,0,2017.0,6.795383418979114,3.32817337461298,0.012140595300271397,0.0,0.0038905046292921977,Agriculture & Rural Development,2189825496.7599998,0.0,4837403740.74,0.9951577272676333,0.4117255815093032,1982038596.5074835,6.795383418979114,3.32817337461298,26383439.72,0.015076732770405755,0.0038905046292921977
2020-03-31,IBRD87760,IN,FSL,DISBURSING,0.0,P151072,National Agricultural Higher Edu,82500000.0,0.0,56116560.28,26383439.72,0.0,26383439.72,0.0,26383439.72,82500000.0,2023-02-01,2036-02-01,2017-11-29,2017,1,0,2017.0,6.795383418979114,3.32817337461298,0.012140595300271397,0.0,0.0038905046292921977,Agriculture & Rural Development,2189825496.7599998,0.0,4837403740.74,0.9951577272676333,0.4117255815093032,1982038596.5074835,6.795383418979114,3.32817337461298,26383439.72,0.015076732770405755,0.0038905046292921977
2020-04-30,IBRD87760,IN,FSL,DISBURSING,0.0,P151072,National Agricultural Higher Edu,82500000.0,0.0,56116560.28,26383439.72,0.0,26383439.72,0.0,26383439.72,82500000.0,2023-02-01,2036-02-01,2017-11-29,2017,1,0,2017.0,6.795383418979114,3.32817337461298,0.012140595300271397,0.0,0.0038905046292921977,Agriculture & Rural Development,2189825496.7599998,0.0,4837403740.74,0.9951577272676333,0.4117255815093032,1982038596.5074835,6.795383418979114,3.32817337461298,26383439.72,0.015076732770405755,0.0038905046292921977
2020-05-31,IBRD87760,IN,FSL,DISBURSING,0.0,P151072,National Agricultural Higher Edu,82500000.0,0.0,53259201.64,29240798.36,0.0,29240798.36,0.0,29240798.36,82500000.0,2023-02-01,2036-02-01,2017-11-29,2017,1,0,2017.0,6.795383418979114,3.32817337461298,0.012140595300271397,0.0,0.003968077146545324,Agriculture & Rural Development,2426986263.88,0.0,4837403740.74,0.9951577272676333,0.4117255815093032,1982038596.5074835,6.795383418979114,3.32817337461298,29240798.36,0.015154305287658881,0.003968077146545324
2020-06-30,IBRD87760,IN,FSL,DISBURSING,0.0,P151072,National Agricultural Higher Edu,82500000.0,0.0,53259201.64,29240798.36,0.0,29240798.36,0.0,29240798.36,82500000.0,2023-02-01,2036-02-01,2017-11-29,2017,1,0,2017.0,6.795383418979114,3.32817337461298,0.012140595300271397,0.0,0.003968077146545324,Agriculture & Rural Development,2426986263.88,0.0,4837403740.74,0.9951577272676333,0.4117255815093032,1982038596.5074835,6.795383418979114,3.32817337461298,29240798.36,0.015154305287658881,0.003968077146545324
2020-07-31,IBRD87760,IN,FSL,DISBURSING,0.0,P151072,National Agricultural Higher Edu,82500000.0,0.0,53259201.64,29240798.36,0.0,29240798.36,0.0,29240798.36,82500000.0,2023-02-01,2036-02-01,2017-11-29,2017,1,0,2017.0,6.795383418979114,3.32817337461298,0.012140595300271397,0.0,0.003968077146545324,Agriculture & Rural Development,2426986263.88,0.0,4837403740.74,0.9951577272676333,0.4117255815093032,1982038596.5074835,6.795383418979114,3.32817337461298,29240798.36,0.015154305287658881,0.003968077146545324
2020-08-31,IBRD87760,IN,FSL,DISBURSING,0.0,P151072,National Agricultural Higher Edu,82500000.0,0.0,51115550.38,31384449.62,0.0,31384449.62,0.0,31384449.62,82500000.0,2023-02-01,2036-02-01,2017-11-29,2017,1,0,2017.0,6.795383418979114,3.32817337461298,0.012140595300271397,0.0,0.00398850678094321,Agriculture & Rural Development,2604909318.46,0.0,4837403740.74,0.9951577272676333,0.4117255815093032,1982038596.5074835,6.795383418979114,3.32817337461298,31384449.62,0.015174734922056766,0.00398850678094321
2020-09-30,IBRD87760,IN,FSL,DISBURSING,0.0,P151072,National Agricultural Higher Edu,82500000.0,0.0,51115550.38,31384449.62,0.0,31384449.62,0.0,31384449.62,82500000.0,2023-02-01,2036-02-01,2017-11-29,2017,1,0,2017.0,6.795383418979114,3.32817337461298,0.012140595300271397,0.0,0.00398850678094321,Agriculture & Rural Development,2604909318.46,0.0,4837403740.74,0.9951577272676333,0.4117255815093032,1982038596.5074835,6.795383418979114,3.32817337461298,31384449.62,0.015174734922056766,0.00398850678094321
2020-10-31,IBRD87760,IN,FSL,DISBURSING,0.0,P151072,National Agricultural Higher Edu,82500000.0,0.0,51115550.38,31384449.62,0.0,31384449.62,0.0,31384449.62,82500000.0,2023-02-01,2036-02-01,2017-11-29,2017,1,0,2017.0,6.795383418979114,3.32817337461298,0.012140595300271397,0.0,0.00398850678094321,Agriculture & Rural Development,2604909318.46,0.0,4837403740.74,0.9951577272676333,0.4117255815093032,1982038596.5074835,6.795383418979114,3.32817337461298,31384449.62,0.015174734922056766,0.00398850678094321
2020-11-30,IBRD87760,IN,FSL,DISBURSING,0.0,P151072,National Agricultural Higher Edu,82500000.0,0.0,51115550.38,31384449.62,0.0,31384449.62,0.0,31384449.62,82500000.0,2023-02-01,2036-02-01,2017-11-29,2017,1,0,2017.0,6.795383418979114,3.32817337461298,0.012140595300271397,0.0,0.00398850678094321,Agriculture & Rural Development,2604909318.46,0.0,4837403740.74,0.9951577272676333,0.4117255815093032,1982038596.5074835,6.795383418979114,3.32817337461298,31384449.62,0.015174734922056766,0.00398850678094321
2020-12-31,IBRD87760,IN,FSL,DISBURSING,0.0,P151072,National Agricultural Higher Edu,82500000.0,0.0,49866519.4,32633480.6,0.0,32633480.6,0.0,32633480.6,82500000.0,2023-02-01,2036-02-01,2017-11-29,2017,1,0,2017.0,6.795383418979114,3.32817337461298,0.012140595300271397,0.0,0.004003562207439037,Agriculture & Rural Development,2708578889.8,0.0,4837403740.74,0.9951577272676333,0.4117255815093032,1982038596.5074835,6.795383418979114,3.32817337461298,32633480.6,0.015189790348552595,0.004003562207439037
2021-01-31,IBRD87760,IN,FSL,DISBURSING,0.0,P151072,National Agricultural Higher Edu,82500000.0,0.0,49866519.4,32633480.6,0.0,32633480.6,0.0,32633480.6,82500000.0,2023-02-01,2036-02-01,2017-11-29,2017,1,0,2017.0,6.795383418979114,3.32817337461298,0.012140595300271397,0.0,0.004003562207439037,Agriculture & Rural Development,2708578889.8,0.0,4837403740.74,0.9951577272676333,0.4117255815093032,1982038596.5074835,6.795383418979114,3.32817337461298,32633480.6,0.015189790348552595,0.004003562207439037
2021-02-28,IBRD87760,IN,FSL,DISBURSING,0.0,P151072,National Agricultural Higher Edu,82500000.0,0.0,43322377.44,39177622.56,0.0,39177622.56,0.0,39177622.56,82500000.0,2023-02-01,2036-02-01,2017-11-29,2017,1,0,2017.0,6.795383418979114,3.32817337461298,0.012140595300271397,0.0,0.004058446527474042,Agriculture & Rural Development,3251742672.48,0.0,4837403740.74,0.9951577272676333,0.4117255815093032,1982038596.5074835,6.795383418979114,3.32817337461298,39177622.56,0.015244674668587598,0.004058446527474042
2021-03-31,IBRD87760,IN,FSL,DISBURSING,0.0,P151072,National Agricultural Higher Edu,82500000.0,0.0,43322377.44,39177622.56,0.0,39177622.56,0.0,39177622.56,82500000.0,2023-02-01,2036-02-01,2017-11-29,2017,1,0,2017.0,6.795383418979114,3.32817337461298,0.012140595300271397,0.0,0.004058446527474042,Agriculture & Rural Development,3251742672.48,0.0,4837403740.74,0.9951577272676333,0.4117255815093032,1982038596.5074835,6.795383418979114,3.32817337461298,39177622.56,0.015244674668587598,0.004058446527474042
2021-04-30,IBRD87760,IN,FSL,DISBURSING,0.0,P151072,National Agricultural Higher Edu,82500000.0,0.0,43322377.44,39177622.56,0.0,39177622.56,0.0,39177622.56,82500000.0,2023-02-01,2036-02-01,2017-11-29,2017,1,0,2017.0,6.795383418979114,3.32817337461298,0.012140595300271397,0.0,0.004058446527474042,Agriculture & Rural Development,3251742672.48,0.0,4837403740.74,0.9951577272676333,0.4117255815093032,1982038596.5074835,6.795383418979114,3.32817337461298,39177622.56,0.015244674668587598,0.004058446527474042
2021-05-31,IBRD87760,IN,FSL,DISBURSING,0.0,P151072,National Agricultural Higher Edu,82500000.0,0.0,43322377.44,39177622.56,0.0,39177622.56,0.0,39177622.56,82500000.0,2023-02-01,2036-02-01,2017-11-29,2017,1,0,2017.0,6.795383418979114,3.32817337461298,0.012140595300271397,0.0,0.004058446527474042,Agriculture & Rural Development,3251742672.48,0.0,4837403740.74,0.9951577272676333,0.4117255815093032,1982038596.5074835,6.795383418979114,3.32817337461298,39177622.56,0.015244674668587598,0.004058446527474042
2021-06-30,IBRD87760,IN,FSL,DISBURSING,0.0,P151072,National Agricultural Higher Edu,82500000.0,0.0,40964888.99,41535111.01,0.0,41535111.01,0.0,41535111.01,82500000.0,2023-02-01,2036-02-01,2017-11-29,2017,1,0,2017.0,6.795383418979114,3.32817337461298,0.012140595300271397,0.0,0.004249984230462116,Agriculture & Rural Development,3447414213.83,0.0,4837403740.74,0.9951577272676333,0.4117255815093032,1982038596.5074835,6.795383418979114,3.32817337461298,41535111.01,0.015436212371575673,0.004249984230462116
2021-07-31,IBRD87760,IN,FSL,DISBURSING,0.0,P151072,National Agricultural Higher Edu,82500000.0,0.0,40964888.99,41535111.01,0.0,41535111.01,0.0,41535111.01,82500000.0,2023-02-01,2036-02-01,2017-11-29,2017,1,0,2017.0,6.795383418979114,3.32817337461298,0.012140595300271397,0.0,0.004249984230462116,Agriculture & Rural Development,3447414213.83,0.0,4837403740.74,0.9951577272676333,0.4117255815093032,1982038596.5074835,6.795383418979114,3.32817337461298,41535111.01,0.015436212371575673,0.004249984230462116
2021-08-31,IBRD87760,IN,FSL,DISBURSING,0.0,P151072,National Agricultural Higher Edu,82500000.0,0.0,40964888.99,41535111.01,0.0,41535111.01,0.0,41535111.01,82500000.0,2023-02-01,2036-02-01,2017-11-29,2017,1,0,2017.0,6.795383418979114,3.32817337461298,0.012140595300271397,0.0,0.004249984230462116,Agriculture & Rural Development,3447414213.83,0.0,4837403740.74,0.9951577272676333,0.4117255815093032,1982038596.5074835,6.795383418979114,3.32817337461298,41535111.01,0.015436212371575673,0.004249984230462116
2021-09-30,IBRD87760,IN,FSL,DISBURSING,0.0,P151072,National Agricultural Higher Edu,82500000.0,0.0,35671613.86,46828386.14,0.0,46828386.14,0.0,46828386.14,82500000.0,2023-02-01,2036-02-01,2017-11-29,2017,1,0,2017.0,6.795383418979114,3.32817337461298,0.012140595300271397,0.0,0.004416770278968273,Agriculture & Rural Development,3886756049.62,0.0,4837403740.74,0.9951577272676333,0.4117255815093032,1982038596.5074835,6.795383418979114,3.32817337461298,46828386.14,0.01560299842008183,0.004416770278968273
2021-10-31,IBRD87760,IN,FSL,DISBURSING,0.0,P151072,National Agricultural Higher Edu,82500000.0,0.0,35671613.86,46828386.14,0.0,46828386.14,0.0,46828386.14,82500000.0,2023-02-01,2036-02-01,2017-11-29,2017,1,0,2017.0,6.795383418979114,3.32817337461298,0.012140595300271397,0.0,0.004416770278968273,Agriculture & Rural Development,3886756049.62,0.0,4837403740.74,0.9951577272676333,0.4117255815093032,1982038596.5074835,6.795383418979114,3.32817337461298,46828386.14,0.01560299842008183,0.004416770278968273
2021-11-30,IBRD87760,IN,FSL,DISBURSING,0.0,P151072,National Agricultural Higher Edu,82500000.0,0.0,35671613.86,46828386.14,0.0,46828386.14,0.0,46828386.14,82500000.0,2023-02-01,2036-02-01,2017-11-29,2017,1,0,2017.0,6.795383418979114,3.32817337461298,0.012140595300271397,0.0,0.004416770278968273,Agriculture & Rural Development,3886756049.62,0.0,4837403740.74,0.9951577272676333,0.4117255815093032,1982038596.5074835,6.795383418979114,3.32817337461298,46828386.14,0.01560299842008183,0.004416770278968273
2021-12-31,IBRD87760,IN,FSL,DISBURSING,0.0,P151072,National Agricultural Higher Edu,82500000.0,0.0,32946023.67,49553976.33,0.0,49553976.33,0.0,49553976.33,82500000.0,2023-02-01,2036-02-01,2017-11-29,2017,1,0,2017.0,6.795383418979114,3.32817337461298,0.012140595300271397,0.0,0.004547195378465235,Agriculture & Rural Development,4112980035.39,0.0,4837403740.74,0.9951577272676333,0.4117255815093032,1982038596.5074835,6.795383418979114,3.32817337461298,49553976.33,0.015733423519578793,0.004547195378465235
2022-01-31,IBRD87760,IN,FSL,DISBURSING,0.0,P151072,National Agricultural Higher Edu,82500000.0,0.0,32946023.67,49553976.33,0.0,49553976.33,0.0,49553976.33,82500000.0,2023-02-01,2036-02-01,2017-11-29,2017,1,0,2017.0,6.795383418979114,3.32817337461298,0.012140595300271397,0.0,0.004547195378465235,Agriculture & Rural Development,4112980035.39,0.0,4837403740.74,0.9951577272676333,0.4117255815093032,1982038596.5074835,6.795383418979114,3.32817337461298,49553976.33,0.015733423519578793,0.004547195378465235
2022-02-28,IBRD87760,IN,FSL,DISBURSING,0.0,P151072,National Agricultural Higher Edu,82500000.0,0.0,28524989.22,53975010.78,0.0,53975010.78,0.0,53975010.78,82500000.0,2023-02-01,2036-02-01,2017-11-29,2017,1,0,2017.0,6.795383418979114,3.32817337461298,0.012140595300271397,0.0,0.0047145290965972045,Agriculture & Rural Development,4479925894.74,0.0,4837403740.74,0.9951577272676333,0.4117255815093032,1982038596.5074835,6.795383418979114,3.32817337461298,53975010.78,0.015900757237710762,0.0047145290965972045
2022-03-31,IBRD87760,IN,FSL,DISBURSING,0.0,P151072,National Agricultural Higher Edu,82500000.0,0.0,28524989.22,53975010.78,0.0,53975010.78,0.0,53975010.78,82500000.0,2023-02-01,2036-02-01,2017-11-29,2017,1,0,2017.0,6.795383418979114,3.32817337461298,0.012140595300271397,0.0,0.0047145290965972045,Agriculture & Rural Development,4479925894.74,0.0,4837403740.74,0.9951577272676333,0.4117255815093032,1982038596.5074835,6.795383418979114,3.32817337461298,53975010.78,0.015900757237710762,0.0047145290965972045
2022-04-30,IBRD87760,IN,FSL,DISBURSING,0.0,P151072,National Agricultural Higher Edu,82500000.0,0.0,28524989.22,53975010.78,0.0,53975010.78,0.0,53975010.78,82500000.0,2023-02-01,2036-02-01,2017-11-29,2017,1,0,2017.0,6.795383418979114,3.32817337461298,0.012140595300271397,0.0,0.0047145290965972045,Agriculture & Rural Development,4479925894.74,0.0,4837403740.74,0.9951577272676333,0.4117255815093032,1982038596.5074835,6.795383418979114,3.32817337461298,53975010.78,0.015900757237710762,0.0047145290965972045
2022-05-31,IBRD87760,IN,FSL,DISBURSING,0.0,P151072,National Agricultural Higher Edu,82500000.0,0.0,28524989.22,53975010.78,0.0,53975010.78,0.0,53975010.78,82500000.0,2023-02-01,2036-02-01,2017-11-29,2017,1,0,2017.0,6.795383418979114,3.32817337461298,0.012140595300271397,0.0,0.0047145290965972045,Agriculture & Rural Development,4479925894.74,0.0,4837403740.74,0.9951577272676333,0.4117255815093032,1982038596.5074835,6.795383418979114,3.32817337461298,53975010.78,0.015900757237710762,0.0047145290965972045
2022-06-30,IBRD87760,IN,FSL,DISBURSING,0.0,P151072,National Agricultural Higher Edu,82500000.0,0.0,25936810.41,56563189.59,0.0,56563189.59,0.0,56563189.59,82500000.0,2023-02-01,2036-02-01,2017-11-29,2017,1,0,2017.0,6.795383418979114,3.32817337461298,0.012140595300271397,0.0,0.004823388035494072,Agriculture & Rural Development,4694744735.97,0.0,4837403740.74,0.9951577272676333,0.4117255815093032,1982038596.5074835,6.795383418979114,3.32817337461298,56563189.59,0.01600961617660763,0.004823388035494072
2022-07-31,IBRD87760,IN,FSL,DISBURSING,0.0,P151072,National Agricultural Higher Edu,82500000.0,0.0,25936810.41,56563189.59,0.0,56563189.59,0.0,56563189.59,82500000.0,2023-02-01,2036-02-01,2017-11-29,2017,1,0,2017.0,6.795383418979114,3.32817337461298,0.012140595300271397,0.0,0.004823388035494072,Agriculture & Rural Development,4694744735.97,0.0,4837403740.74,0.9951577272676333,0.4117255815093032,1982038596.5074835,6.795383418979114,3.32817337461298,56563189.59,0.01600961617660763,0.004823388035494072
2022-08-31,IBRD87760,IN,FSL,DISBURSING,0.0,P151072,National Agricultural Higher Edu,82500000.0,0.0,25936810.41,56563189.59,0.0,56563189.59,0.0,56563189.59,82500000.0,2023-02-01,2036-02-01,2017-11-29,2017,1,0,2017.0,6.795383418979114,3.32817337461298,0.012140595300271397,0.0,0.004823388035494072,Agriculture & Rural Development,4694744735.97,0.0,4837403740.74,0.9951577272676333,0.4117255815093032,1982038596.5074835,6.795383418979114,3.32817337461298,56563189.59,0.01600961617660763,0.004823388035494072
2022-09-30,IBRD87760,IN,FSL,DISBURSING,0.0,P151072,National Agricultural Higher Edu,82500000.0,0.0,24985853.06,57514146.94,0.0,57514146.94,0.0,57514146.94,82500000.0,2023-02-01,2036-02-01,2017-11-29,2017,1,0,2017.0,6.795383418979114,3.32817337461298,0.012140595300271397,0.0,0.00481834745775068,Agriculture & Rural Development,4773674196.0199995,0.0,4837403740.74,0.9951577272676333,0.4117255815093032,1982038596.5074835,6.795383418979114,3.32817337461298,57514146.94,0.016004575598864236,0.00481834745775068
2022-10-31,IBRD87760,IN,FSL,DISBURSING,0.0,P151072,National Agricultural Higher Edu,82500000.0,0.0,24985853.06,57514146.94,0.0,57514146.94,0.0,57514146.94,82500000.0,2023-02-01,2036-02-01,2017-11-29,2017,1,0,2017.0,6.795383418979114,3.32817337461298,0.012140595300271397,0.0,0.00481834745775068,Agriculture & Rural Development,4773674196.0199995,0.0,4837403740.74,0.9951577272676333,0.4117255815093032,1982038596.5074835,6.795383418979114,3.32817337461298,57514146.94,0.016004575598864236,0.00481834745775068
2022-11-30,IBRD87760,IN,FSL,DISBURSING,0.0,P151072,National Agricultural Higher Edu,82500000.0,0.0,24985853.06,57514146.94,0.0,57514146.94,0.0,57514146.94,82500000.0,2023-02-01,2036-02-01,2017-11-29,2017,1,0,2017.0,6.795383418979114,3.32817337461298,0.012140595300271397,0.0,0.00481834745775068,Agriculture & Rural Development,4773674196.0199995,0.0,4837403740.74,0.9951577272676333,0.4117255815093032,1982038596.5074835,6.795383418979114,3.32817337461298,57514146.94,0.016004575598864236,0.00481834745775068
2022-12-31,IBRD87760,IN,FSL,DISBURSING,0.0,P151072,National Agricultural Higher Edu,82500000.0,0.0,24955607.04,57544392.96,0.0,57544392.96,0.0,57544392.96,82500000.0,2023-02-01,2036-02-01,2017-11-29,2017,1,0,2017.0,6.795383418979114,3.32817337461298,0.012140595300271397,0.0,0.00481834745775068,Agriculture & Rural Development,4776184615.68,0.0,4837403740.74,0.9951577272676333,0.4117255815093032,1982038596.5074835,6.795383418979114,3.32817337461298,57544392.96,0.016004575598864236,0.00481834745775068
2023-01-31,IBRD87760,IN,FSL,DISBURSING,0.0,P151072,National Agricultural Higher Edu,82500000.0,0.0,24955607.04,57544392.96,0.0,57544392.96,0.0,57544392.96,82500000.0,2023-02-01,2036-02-01,2017-11-29,2017,1,0,2017.0,6.795383418979114,3.32817337461298,0.012140595300271397,0.0,0.00481834745775068,Agriculture & Rural Development,4776184615.68,0.0,4837403740.74,0.9951577272676333,0.4117255815093032,1982038596.5074835,6.795383418979114,3.32817337461298,57544392.96,0.016004575598864236,0.00481834745775068
2023-02-28,IBRD87760,IN,FSL,DISBURSING&REPAYING,0.0,P151072,National Agricultural Higher Edu,82500000.0,0.0,24955607.04,57544392.96,2128023.44,55416369.52,0.0,55416369.52,80371976.56,2023-02-01,2036-02-01,2017-11-29,2017,1,1,2017.0,6.795383418979114,3.32817337461298,0.012140595300271397,0.036980552414189544,0.97532639833915,Agriculture & Rural Development,4599558670.16,176625945.51999998,4837403740.74,0.9951577272676333,0.4117255815093032,1982038596.5074835,6.795383418979114,3.32817337461298,57544392.96,0.9865126264802636,0.97532639833915
2023-03-31,IBRD87760,IN,FSL,DISBURSING&REPAYING,0.0,P151072,National Agricultural Higher Edu,82500000.0,0.0,24955607.04,57544392.96,2128023.44,55416369.52,0.0,55416369.52,80371976.56,2023-02-01,2036-02-01,2017-11-29,2017,1,1,2017.0,6.795383418979114,3.32817337461298,0.012140595300271397,0.036980552414189544,0.97532639833915,Agriculture & Rural Development,4599558670.16,176625945.51999998,4837403740.74,0.9951577272676333,0.4117255815093032,1982038596.5074835,6.795383418979114,3.32817337461298,57544392.96,0.9865126264802636,0.97532639833915
2023-04-30,IBRD87760,IN,FSL,DISBURSING&REPAYING,0.0,P151072,National Agricultural Higher Edu,82500000.0,0.0,24955607.04,57544392.96,2128023.44,55416369.52,0.0,55416369.52,80371976.56,2023-02-01,2036-02-01,2017-11-29,2017,1,1,2017.0,6.795383418979114,3.32817337461298,0.012140595300271397,0.036980552414189544,0.97532639833915,Agriculture & Rural Development,4599558670.16,176625945.51999998,4837403740.74,0.9951577272676333,0.4117255815093032,1982038596.5074835,6.795383418979114,3.32817337461298,57544392.96,0.9865126264802636,0.97532639833915
2023-05-31,IBRD87760,IN,FSL,DISBURSING&REPAYING,0.0,P151072,National Agricultural Higher Edu,82500000.0,0.0,24955607.04,57544392.96,2128023.44,55416369.52,0.0,55416369.52,80371976.56,2023-02-01,2036-02-01,2017-11-29,2017,1,1,2017.0,6.795383418979114,3.32817337461298,0.012140595300271397,0.036980552414189544,0.97532639833915,Agriculture & Rural Development,4599558670.16,176625945.51999998,4837403740.74,0.9951577272676333,0.4117255815093032,1982038596.5074835,6.795383418979114,3.32817337461298,57544392.96,0.9865126264802636,0.97532639833915
2023-06-30,IBRD87760,IN,FSL,DISBURSING&REPAYING,0.0,P151072,National Agricultural Higher Edu,82500000.0,0.0,14897826.69,67602173.31,2128023.44,65474149.87,0.0,65474149.87,80371976.56,2023-02-01,2036-02-01,2017-11-29,2017,1,1,2017.0,6.795383418979114,3.32817337461298,0.012140595300271397,0.031478624662577434,0.9758810101902512,Agriculture & Rural Development,5434354439.21,176625945.51999998,4837403740.74,0.9951577272676333,0.4117255815093032,1982038596.5074835,6.795383418979114,3.32817337461298,67602173.31,0.9870672383313648,0.9758810101902512
2023-07-31,IBRD87760,IN,FSL,DISBURSING&REPAYING,0.0,P151072,National Agricultural Higher Edu,82500000.0,0.0,14897826.69,67602173.31,2128023.44,65474149.87,0.0,65474149.87,80371976.56,2023-02-01,2036-02-01,2017-11-29,2017,1,1,2017.0,6.795383418979114,3.32817337461298,0.012140595300271397,0.031478624662577434,0.9758810101902512,Agriculture & Rural Development,5434354439.21,176625945.51999998,4837403740.74,0.9951577272676333,0.4117255815093032,1982038596.5074835,6.795383418979114,3.32817337461298,67602173.31,0.9870672383313648,0.9758810101902512
2023-08-31,IBRD87760,IN,FSL,DISBURSING&REPAYING,0.0,P151072,National Agricultural Higher Edu,82500000.0,0.0,14897826.69,67602173.31,4257208.33,63344964.98,0.0,63344964.98,78242791.67,2023-02-01,2036-02-01,2017-11-29,2017,1,1,2017.0,6.795383418979114,3.32817337461298,0.012140595300271397,0.062974429985822,0.9855882324593622,Agriculture & Rural Development,5257632093.34,353348291.39,4837403740.74,0.9951577272676333,0.4117255815093032,1982038596.5074835,6.795383418979114,3.32817337461298,67602173.31,0.9967744606004758,0.9855882324593622
2023-09-30,IBRD87760,IN,FSL,DISBURSING&REPAYING,0.0,P151072,National Agricultural Higher Edu,82500000.0,0.0,14897826.69,67602173.31,4257208.33,63344964.98,0.0,63344964.98,78242791.67,2023-02-01,2036-02-01,2017-11-29,2017,1,1,2017.0,6.795383418979114,3.32817337461298,0.012140595300271397,0.062974429985822,0.9855882324593622,Agriculture & Rural Development,5257632093.34,353348291.39,4837403740.74,0.9951577272676333,0.4117255815093032,1982038596.5074835,6.795383418979114,3.32817337461298,67602173.31,0.9967744606004758,0.9855882324593622
2023-10-31,IBRD87760,IN,FSL,DISBURSING&REPAYING,0.0,P151072,National Agricultural Higher Edu,82500000.0,0.0,14897826.69,67602173.31,4257208.33,63344964.98,0.0,63344964.98,78242791.67,2023-02-01,2036-02-01,2017-11-29,2017,1,1,2017.0,6.795383418979114,3.32817337461298,0.012140595300271397,0.062974429985822,0.9855882324593622,Agriculture & Rural Development,5257632093.34,353348291.39,4837403740.74,0.9951577272676333,0.4117255815093032,1982038596.5074835,6.795383418979114,3.32817337461298,67602173.31,0.9967744606004758,0.9855882324593622
